Organization Name,Location,Tax Identification Number,KCEGP Code,Website,Short Description,Category,Category 3,Category 2,Link 1,Link 2,Link 3,Link 4,Status,Community of Opportunity,Current Pledges,Link 1 description,Link 2 description,Link 3 description,Link 4 description,Communities Served 1,Communities Served 2,Communities Served 3
Children's Country Home,"14643 NE 166th St
Woodinville, WA 98072
(47.747583984, -122.142903983)",84-1378062,10140,https://www.childrenscountryhome.org,A nonprofit pediatric group home that provides 24-hr skilled nursing care to medically fragile and technology dependent children from birth through age 18.,Health (General),,,https://www.charitynavigator.org/index.cfm?keyword_list=841378062&bay=search.results,https://www.guidestar.org/profile/84-1378062,,,Returning,,,https://www.charitynavigator.org/index.cfm?keyword_list=841378062&bay=search.results,https://www.guidestar.org/profile/84-1378062,,,Children & Youth,,
"Cystic Fibrosis Foundation, Washington Chapter","520 Pike St Ste 1075
Seattle, WA 98101
(47.611233009, -122.335004966)",13-1930701,4012,https://www.cff.org/chapters/washington-chapter,"The mission is to cure cystic fibrosis and provide all people with CF the opportunity to lead full, productive lives.",Health (General),,"Disease, Disorders, & Medical Research",,https://www.guidestar.org/profile/13-1930701,,,Returning,,,,https://www.guidestar.org/profile/13-1930701,,,Children & Youth,Economically Disadvantaged People,
Youth Rise of Circle Faith Future (formerly Youth Chaplaincy Coalition),"16544 191st Pl NE
Woodinville, WA 98072
(47.749380017, -122.082149015)",84-3867300,10900,https://www.circlefaithfuture.org/youth-rise.html,Our mission is to provide hope-filled mentors to incarcerated youth. We work towards building hope in a fractured world.,Youth Development,Spiritual Development,Education & Literacy,,https://www.guidestar.org/profile/84-3867300,,,Returning,,,,https://www.guidestar.org/profile/84-3867300,,,Incarcerated People,Children & Youth,LGBTQIA
Mountains to Sound Greenway Trust,"2701 First Ave Ste 240
Seattle, WA 98121
(47.615748005, -122.351163012)",91-1531234,2558,https://mtsgreenway.org/,Lead action to ensure a long-term balance between people and nature throughout the 1.5-million-acre landscape of the Mountains to Sound Greenway National Heritage Area.,Environment,,,https://www.charitynavigator.org/ein/911531234,https://www.guidestar.org/profile/91-1531234,,,Returning,,,https://www.charitynavigator.org/ein/911531234,https://www.guidestar.org/profile/91-1531234,,,,,
Save the Children,"501 Kings Hwy E Ste 400
Fairfield, CT 6825
(41.172848009, -73.227037971)",06-0726487,3534,https://www.savethechildren.org,We do whatever it takes – every day and in times of crisis – transforming children’s lives and the future we share.,International Relief & Development,Education & Literacy,Health (General),https://www.charitynavigator.org/ein/060726487,https://www.guidestar.org/profile/06-0726487,https://www.give.org/charity-reviews/national/relief-and-development/save-the-children-federation-in-fairfield-ct-893,,Returning,,,https://www.charitynavigator.org/ein/060726487,https://www.guidestar.org/profile/06-0726487,https://www.give.org/charity-reviews/national/relief-and-development/save-the-children-federation-in-fairfield-ct-893,,Children & Youth,Economically Disadvantaged People,"Immigrants, Migrants, Refugees"
King County Sheriff's Office Chaplaincy,"3511 NE 2nd St
Renton, WA 98056
(47.480466015, -122.171527009)",91-1269985,9138,https://www.kcchaplains.org,"The certified volunteer chaplains of the King County Sheriff's Office provide crisis support at the request of deputies, police officers & firefighters.",Emergency & Disaster Services,,,,,,,Returning,,,,,,,,,
Agriculture and Forestry Education Foundation,"2702 W Sunset Blvd Ste B
Spokane, WA 99224
(47.649584574, -117.451865672)",91-1016445,9888,https://www.agforestry.org,"We are a leadership development organization. We cultivate leaders in agriculture, forestry and natural resources who communicate, collaborate, inspire and serve.",Education & Literacy,,Community Development,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911016445,https://www.guidestar.org/profile/91-1016445,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911016445,https://www.guidestar.org/profile/91-1016445,,,"American Indian, Alaskan Native",,
Roanoke Park Counseling,"2601 Broadway E
Seattle, WA 98102
(47.643369016, -122.321280019)",94-3061441,9165,https://www.roanokeparkcounseling.org,Provides specialized individual and group therapy services to men and women who were sexually abused as children.,"Mental Health, Disabilities, & Substance Abuse",,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=943061441,https://www.guidestar.org/profile/94-3061441,https://www.bbb.org/western-washington/charity-reviews/charity-health/roanoke-park-counseling-in-seattle-wa-1000096174,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=943061441,https://www.guidestar.org/profile/94-3061441,https://www.bbb.org/western-washington/charity-reviews/charity-health/roanoke-park-counseling-in-seattle-wa-1000096174,,Economically Disadvantaged People,,
Seva Foundation,"1786 Fifth St
Berkeley, CA 94710
(37.870060987, -122.299956038)",38-2231279,2882,https://www.seva.org,Works with local communities around the world to develop self-sustaining eye programs that preserve and restore sight.,"Disease, Disorders, & Medical Research",,International Relief & Development,,https://www.guidestar.org/profile/38-2231279,,,Returning,,,,https://www.guidestar.org/profile/38-2231279,,,,,
API Chaya,"PO Box 14047
Seattle, WA 98114
(47.59879, -122.32637)",91-1674016,9617,https://www.apichaya.org,"Provides culturally-relevant services to Asian, Pacific Islander and South Asian survivors of domestic violence and sexual assault, as well as all survivors of human trafficking.",Community Development,Legal Advocacy,Emergency & Disaster Services,https://www.charitynavigator.org/ein/911674016,https://www.guidestar.org/profile/91-1674016,https://www.bbb.org/charity-reviews/greatwestpacific/api-chaya-in-seattle-wa-22748434,,Returning,,,https://www.charitynavigator.org/ein/911674016,https://www.guidestar.org/profile/91-1674016,https://www.bbb.org/charity-reviews/greatwestpacific/api-chaya-in-seattle-wa-22748434,,"Immigrants, Migrants, Refugees","Asian, Asian American","South Asian, South Asian American"
Open Doors for Multicultural Families,"24437 Russell Rd Ste #110
Kent, WA 98032
(47.381902001, -122.262186009)",27-1206272,9668,https://multiculturalfamilies.org/,"We are dedicated to ensuring that diverse individuals with disabilities and their families have equal access to culturally appropriate information, resources, and services.",Community Development,Social & Economic Justice,Youth Development,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=271206272,https://www.guidestar.org/profile/27-1206272,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=271206272,https://www.guidestar.org/profile/27-1206272,,,"Immigrants, Migrants, Refugees",People With Disabilities,Economically Disadvantaged People
Washington State Bar Foundation,"1325 Fourth Ave Ste 600
Seattle, WA 98101
(47.608505999, -122.335558004)",91-1098324,9335,https://www.wsba.org/foundation,"We support the Washington State Bar Association’s Powerful Communities grants and Moderate Means Program, ensuring that everyone who needs it can get legal assistance.",Legal Advocacy,,Human & Civil Rights,,https://www.guidestar.org/profile/91-1098324,,,Returning,,,,https://www.guidestar.org/profile/91-1098324,,,Economically Disadvantaged People,"Immigrants, Migrants, Refugees",
FIRST Washington,"22426 72nd Ave S
Kent, WA 98032
(47.400337997, -122.243306023)",45-2443839,10066,https://www.firstwa.org,To inspire and empower young people from diverse backgrounds to compete & cooperate (coopertition) in team-based STEM programs supported by a knowledgeable volunteer community.,"Science & Technology Research, Institutions, & Services",Community Development,Youth Development,https://www.charitynavigator.org/ein/452443839,https://www.guidestar.org/profile/45-2443839,,,Returning,,,https://www.charitynavigator.org/ein/452443839,https://www.guidestar.org/profile/45-2443839,,,Children & Youth,Economically Disadvantaged People,Women & Girls
Tiny Tots Development Center,"8318 Renton Ave S
Seattle, WA 98118
(47.528924019, -122.275746)",91-0898299,10149,https://tinytotsdc.org,"TTDC’s mission is to provide stimulating and enriching programs to at-risk, Low Socioeconomic Status, BIPOC ages 0-12.",Education & Literacy,Poverty Relief,Youth Development,https://www.charitynavigator.org/ein/910898299,https://www.guidestar.org/profile/91-0898299,,,New,,,https://www.charitynavigator.org/ein/910898299,https://www.guidestar.org/profile/91-0898299,,,Children & Youth,Economically Disadvantaged People,"Black, African American, African"
Pet Partners,"345 118th Ave SE Ste 100
Bellevue, WA 98005
(47.607130989, -122.183219009)",91-1158281,4132,https://www.petpartners.org,"Therapy animals bring comfort & mental health support to hospitalized children, veterans, seniors, & those experiencing their toughest times in life.",Health (General),,Animals,,https://www.guidestar.org/profile/91-1158281,,,Returning,,,,https://www.guidestar.org/profile/91-1158281,,,Children & Youth,Seniors,Veterans & Military
Multiple Sclerosis Association of America,"375 Kings Hwy N
Cherry Hill, NJ 8034
(39.928447991, -74.993738977)",22-1912812,5036,https://www.MyMSAA.org,"A leading resource for the entire MS community, improving lives today through vital services and support.","Disease, Disorders, & Medical Research",Health (General),"Science & Technology Research, Institutions, & Services",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11332,https://www.guidestar.org/profile/22-1912812,,https://greatnonprofits.org/org/multiple-sclerosis-association-of-america-inc,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11332,https://www.guidestar.org/profile/22-1912812,,https://greatnonprofits.org/org/multiple-sclerosis-association-of-america-inc,,,
Ukrainian Center,"13470 Martin Luther King Jr Way S
Seattle, WA 98178
(47.482391003, -122.245410971)",91-1923155,9385,https://www.uccwa.org,"Social service agency, licensed to provide mental health & immigration services, promotes community empowerment & leadership development for the refugee/immigrant communities.","Mental Health, Disabilities, & Substance Abuse",Community Development,Poverty Relief,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911923155,https://www.guidestar.org/profile/91-1923155,https://www.bbb.org/western-washington/Charity-Reviews/charity-human-services-ie-assistance-to-individuals-and-families/ukrainian-community-center-of-washington-in-tukwila-wa-22462694,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911923155,https://www.guidestar.org/profile/91-1923155,https://www.bbb.org/western-washington/Charity-Reviews/charity-human-services-ie-assistance-to-individuals-and-families/ukrainian-community-center-of-washington-in-tukwila-wa-22462694,,"Immigrants, Migrants, Refugees",Seniors,Economically Disadvantaged People
Episcopal Relief & Development,"815 Second Ave 7th Fl
New York, NY 10017
(40.750801121, -73.971727739)",73-1635264,3523,https://www.episcopalrelief.org,"Facilitates healthier lives in communities facing hunger, poverty, disaster and disease in 3 signature program areas: Women, Children and Climate.?",International Relief & Development,Food & Hunger,Emergency & Disaster Services,https://www.charitynavigator.org/ein/731635264,https://www.guidestar.org/profile/73-1635264,https://www.give.org/charity-reviews/national/relief-and-development/episcopal-relief-and-development-in-new-york-ny-823,,Returning,,,https://www.charitynavigator.org/ein/731635264,https://www.guidestar.org/profile/73-1635264,https://www.give.org/charity-reviews/national/relief-and-development/episcopal-relief-and-development-in-new-york-ny-823,,Economically Disadvantaged People,Children & Youth,Women & Girls
CHC: Creating Healthier Communities,"1199 N Fairfax St Ste 600
Alexandria, VA 22314
(38.816487993, -77.039661965)",13-6167225,4000,https://www.chcimpact.org,"Building stronger communities and empowering people to take action to improve health and wellbeing through giving opportunities, causes, volunteering, and health resources.",Health (General),Community Development,"Disease, Disorders, & Medical Research",https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=136167225,https://www.guidestar.org/profile/13-6167225,https://www.give.org/charity-reviews/national/health/community-health-charities-in-alexandria-va-4531,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=136167225,https://www.guidestar.org/profile/13-6167225,https://www.give.org/charity-reviews/national/health/community-health-charities-in-alexandria-va-4531,,Economically Disadvantaged People,"Black, African American, African",Women & Girls
