Focus,Best Starts for Kids Strategy,Partner,Project Description/Name,Contract Amount,King County Council Dist
Prenatal - 5,Infant Mortality Prevention,Seattle Indian Health Board,"Wrap-around holistic care: Indigenous nutrition, Traditional Indian medicine, Indigenous birth and lactation support, 
 Case management, Community building.  Contract End Date: 12/31/23","$   62,499.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Infant Mortality Prevention,Somali Health Board,"Somali Centering Motherhood Program: Culturally relevant home-based case management, Health education, Culturally relevant referral services, Community building.  Contract End Date: 12/31/23","$   62,499.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Support,Cardea Services,"The Innovation Supports Team will work collaboratively to apply the IDEAS Impact Framework™ in early program Design, Development, and Implementation and offer a variety of supports for BSK funded CBOs. Supports include but are not limited to trainings and workshops, community building, shared learning convenings, and individualized supports, including coaching, small group facilitation, applied tools and resources, and referrals. Contract End Date: 6/30/25","$   218,750.00","9, 8, 7, 6, 5, 4, 3, 2, 1"
Prenatal - 5,Innovation Support,"Hayaan, LLC","The Innovation Supports Team will work collaboratively to apply the IDEAS Impact Framework™ in early program Design, Development, and Implementation and offer a variety of supports for BSK funded CBOs. Supports include but are not limited to trainings and workshops, community building, shared learning convenings, and individualized supports, including coaching, small group facilitation, applied tools and resources, and referrals. Contract End Date: 6/30/25","$   218,750.00","9, 8, 7, 6, 5, 4, 3, 2, 1"
Prenatal - 5,Innovation Support,Mother Africa,"The Innovation Supports Team will work collaboratively to apply the IDEAS Impact Framework™ in early program Design, Development, and Implementation and offer a variety of supports for BSK funded CBOs. Supports include but are not limited to trainings and workshops, community building, shared learning convenings, and individualized supports, including coaching, small group facilitation, applied tools and resources, and referrals. Contract End Date: 6/30/25","$   218,750.00","9, 8, 7, 6, 5, 4, 3, 2, 1"
Prenatal - 5,Innovation Support,Pollock+Partners,"The Innovation Supports Team will work collaboratively to apply the IDEAS Impact Framework™ in early program Design, Development, and Implementation and offer a variety of supports for BSK funded CBOs. Supports include but are not limited to trainings and workshops, community building, shared learning convenings, and individualized supports, including coaching, small group facilitation, applied tools and resources, and referrals. Contract End Date: 6/30/25","$   218,750.00","1, 9, 8, 7, 6, 5, 4, 3, 2"
Prenatal - 5,Innovation Supports: Mini Grants,Atlantic Street Center,,"$   5,992.00","2, 5, 8"
Prenatal - 5,Innovation Supports: Mini Grants,Center for Indigenous Midwifery,,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Chinese Information and Service Center,,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Gwen's Guidance,,"$   5,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Hummingbird Indigenous Family Services,,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,InterCultural Children & Family Services,,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Manos Unidas International,,"$   10,000.00","1, 3, 4, 6"
Prenatal - 5,Innovation Supports: Mini Grants,Mother Africa,,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Navos,,"$   10,000.00","1, 2, 3, 4, 5, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Resilient in Sustaining Empowerment (RISE),,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Rooted in Vibrant Communities/First Five Years & Beyond,,"$   10,000.00","1, 2, 3, 5, 6, 7, 8"
Prenatal - 5,Innovation Supports: Mini Grants,Somali Childcare Providers Association,,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Vietnamese Family Autism Advisory Board,,"$   9,999.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
Prenatal - 5,Innovation Supports: Mini Grants,Voices of Tomorrow,,"$   10,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
5 - 24,Liberation and Healing,ArtsEd Washington,A learning community with an arts focus that nurtures potential into limitless possibilities. Serving scholars in High School; at South Lake High School,"$   820,000.00","1, 2, 4, 3, 5, 6, 7, 8, 9"
5 - 24,Liberation and Healing,Bridging Cultural Gaps (BCG),"Bridging Cultural Gaps invisions Black youth thriving, empowered and educationally successful community members who make meaning contributions to the well-being of their communities. Serving scholars in Middle School and High School.","$   470,000.00","2, 8, 5"
5 - 24,Liberation and Healing,DANCE This Productions,Let’s Dance Productions mission is to empower our Black and Brown scholars to expand the boundaries of their world through active participation and exposure to the arts.,"$   430,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
5 - 24,Liberation and Healing,Educate to Liberate Consulting,"Educate to Liberate aims to surface and address (aka: disrupt and dismantle) institutionalized racism in educational communities and organizational systems for the greater good of all students, especially those furthest from educational justice and equity.","$   350,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
5 - 24,Liberation and Healing,Faith Finance Center,"Faith Finance Center addresses systemic racism through economic empowerment, entrepreneurship, and technology.","$   1,029,908.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
5 - 24,Liberation and Healing,JSOL STUDIOS LLC,JSOL Studios sees scholars experiencing liberation and healing from systemic racism by becoming good land stewards and ancestors anchored in Afro-Indigenous wellness principles.,"$   330,000.00","1, 2, 5, 7, 8, 9"
5 - 24,Liberation and Healing,"Kreative Collective, LLC","We believe it is important to create a platform to express the unique voices of BIPOC students’ and imperative to their self-confidence, cultural identity development, future success, and mental health to experience liberation and healing from systemic racism denying them the culturally impactful career of screenwriting and filmmaking.","$   500,000.00","1, 2, 3, 4, 5, 6, 8, 7, 9"
5 - 24,Liberation and Healing,Partners For Educational Reform and Student Success (PERSS),"PERSS integrates nutrition, mental, physical, spiritual, and emotional healing to scholars to inspire and elevate  well-being. Serving scholars in Elementary, Middle School, and High School; King County residents.","$   350,000.00","2, 4, 5, 8"
5 - 24,Liberation and Healing,Praxis Institute for Early Childhood Education,"Praxis Institute for Early Childhood Education center that Black scholars and the Black community know what works best for their academic, personal, and professional achievement and wellbeing and will use that knowledge to transform classrooms, schools, and districts.","$   330,000.00","2, 5, 8"
5 - 24,Liberation and Healing,Restore Assemble Produce,Our values and ethos believe to bring forth true healing and the destruction of racism in our communities; will only be accomplished by collective community actions of love and power such as the liberated village. Serving scholars in Middle School.,"$   700,000.00","1, 2, 3, 4, 5, 6, 7, 9"
5 - 24,Liberation and Healing,Seattle CARES Mentoring Movement,"We are powerfully changing the lives as a leader in mentor recruitment and training. Through our innovative programs, such as The Rising and Community Wellness Circles, we lift up and transform the futures for youth and their families. Serving scholars in Middle School and High School at Denny International and Meany Middle School.","$   500,000.00","2, 4, 5, 8"
5 - 24,Liberation and Healing,Stemtac Foundation,"Stemtac Foundation supports scholars in developing a strong STEM mindset, and connecting that with all that they do in education, career, and community. Serving scholars in Elementary, Middle School, High School, and ages 18-24; at Rainier Beach C.C., South Shore K-8, Emerson Elementary, McMicken Heights Elementary, and Bow Lake Elementary","$   770,000.00","2, 5, 7, 8"
5 - 24,Liberation and Healing,The Breakfast Group,Breakfast Group programs build on the ideals of mentoring to counter the effects academic underachievement among adolescent BIPOC females and males.,"$   550,000.00","2, 5, 8"
5 - 24,Liberation and Healing,The People's Institute for Survival and Beyond,[COMING SOON],"$   470,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
5 - 24,Liberation and Healing,"Trafton International Consulting Group, LLC","Trafton International Consulting Group provides youth with foundational base for their success and empowerment with needed focus, clear goals aligned with life purpose, passion, values, and personal accountability.  Serving scholars in Middle School and High School; at Rainier Valley Leadership Academy","$   837,351.00","2, 4, 5, 8"
5 - 24,Liberation and Healing,Unleash the Brilliance,"The mission of Unleash the Brilliance is to help our BIPOC Scholars become less impacted by the beestings of microaggressions and racial trauma. Serving scholars in Middle School; Cascade Middle School, Olympic Middle School","$   700,000.00","5, 7"
5 - 24,Liberation and Healing,We are Victorious Youth,"Work to tear down the systemic racism that plague scholars and their parents that have a chronic illness. Serving scholars in Elementary, Middle School, High School, and Age 18-24; King County residents.","$   400,000.00","1, 2, 3, 4, 5, 6, 8, 7, 9"
5 - 24,Liberation and Healing,Your Pretty Perfect LLC,Partners with local professionals to introduce youth and young adults to the trades and other opportunities.,"$   470,000.00","1, 2, 3, 4, 5, 6, 7, 8, 9"
5 - 24,Positive Family Connections,Atlantic Street Center,"ASC will turn its Rainier Beach location into a Family Resource Center with services that include youth development after school programming; teen and young parent programming; and kinship care support groups. Participants will get information on parenting, financial literacy, nutrition, identifying community resources, career guidance, and more. Activities are focused on increasing family connections and include cooking classes, gardening activities, parent-child dinners, youth recognition events, cultural/community events, community clean-up projects, and family outings that the whole family can participate in together. ASC believes that by providing parents with a strong foundation of support through this programming, it will strengthen their family connections, increase parent-child relationships, and provide access to community resources. Contract End Date: 12/31/24","$   230,000.00","2, 5, 8"
